location,text,hashtags
,@PortmanPress The #COVID19 impact on travel is worse than the 2008 financial crisis and 9/11 combined! We need the CARES Act passed immediately @senatemajldr @SenSchumer,"[{'text': 'COVID19', 'indices': [18, 26]}]"
New Haven,"Join @ISAMAddiction at 8:00am EST, tomorrow morning (3/23), for the first in an informative webinar series on #addiction and #COVID19, including guest speaker @rs_mcneil on #harmreduction. To register, email isam.policy@gmail.com. https://t.co/zwQyWvGLm2","[{'text': 'addiction', 'indices': [123, 133]}]"
NyC,"The NYC mayor won’t even suspend parking meters, these Italian mayors are walking around town to yell at ppl for being outside! Forza Italia #covid19
https://t.co/mMU4OOjVX5",[]
"Florida, USA","#Quarantine Week 1

Toliet Paper
Bleach
Frozen Food
Alcohol
Canned Goods
Powered Milk 

Quarantine Week 2 

Chocolate
Chocolate
Chocolate

#Coronavirus","[{'text': 'Quarantine', 'indices': [19, 30]}]"
,Community transmission of #Covid19 is here. What does that mean for New Zealand? Experts say there's no need for panic: https://t.co/5pdh5XVpsw,"[{'text': 'Covid19', 'indices': [43, 51]}]"
,"A few days ago, #RandPaul delayed a vote on the coronavirus package because of his amendment.

A few days later, Rand Paul is the first Senator to test positive for #COVID19. Wow. 
https://t.co/Q1MH7WtMkq","[{'text': 'RandPaul', 'indices': [32, 41]}]"
"New Tecumseth, Ontario",We all have to do our part to stop the transmission of #COVID19. Have you recently returned from abroad? All travellers returning from outside Canada must self-isolate for 14 days. https://t.co/J8yrLFExP7,"[{'text': 'COVID19', 'indices': [55, 63]}]"
"Albany, NY","Trump #COVID19 : lists actions taken by his admin to date. So far delivered to NY: 186,000 masks, surgical masks, 84,000 face shields, 68,000 surgical gowns etc.
Gives lists delivered to other states. https://t.co/pMmFxdgdRB","[{'text': 'COVID19', 'indices': [26, 34]}]"
,"@Netmeetme @Nic_McBride_ trump has been busy outbidding the states for all the available medical supplies. He is shipping them to Red or swing states. 

WE DESPERATELY NEED MEDICAL SUPPLIES!

@cnn @abc @cbs @cnn @sethmoulton @RepJoeKennedy @OMBPress #COVID19 #COVIDー19",[]
"Missouri, USA",We are in the center of a crisis and Idaho families and small businesses need relief NOW. Deeply disappointed my Democrat colleagues chose politics over the urgent needs of the American people. #COVID19,[]
Rural Virginia,"To put the emerging tragedy in New York into perspective, New York State (with 15,783 #coronavirus cases) is now the country with the 6th most #COVID19 patients in the world behind only China, Italy, Spain, Germany and Iran. But yes, New York is just one of our 50 states.","[{'text': 'coronavirus', 'indices': [107, 119]}]"
"Dukinfield, UK","""I stopped him and said, 'Look, this isn't a movie. You are not Will Smith in I Am Legend. Go home.""
This is the updated compilation of Italian Mayors losing it at people violating #Covid19 quarantine. Yes, subtitles are accurate. https://t.co/60V4Csuonb",[]
,"I see you, @Grindr @scruffapp @Growlr @jackd @Manhunt, even @Tinder.

Not one of you has a pinned tweet encouraging people to stick to chat and avoid hooking up during this health crisis.

You're part of the problem. Be part of the solution.

(RT this!) #FlattenTheCurve #COVID19",[]
MilkyWay Galaxy,"Greedy People 1/3

People Profiteering From Other People's Demise

#COVID19 UPDATES https://t.co/iEZPv8IaSc","[{'text': 'COVID19', 'indices': [86, 94]}]"
Chicago,"I get where the Democratic Party is coming from in its failure to respond meaningfully to the #COVID19 pandemic. I mean, yes, it’s a big deal, but are we really willing to risk a situation in which poor people no longer have to die like sacrificial lambs to the gods of empire?","[{'text': 'COVID19', 'indices': [112, 120]}]"
California,"My new favourite thing is Italian mayors and regional presidents LOSING IT at people violating quarantine. Here's an eng subtitled compilation. ""I hear you wanna throw graduation parties. I'm gonna send the police over. With flamethrowers."" #Covid19 #coronavirus https://t.co/NbYuWePIVt",[]
"West Virginia, USA","I am in a 2 physician family, and my spouse and I spent the last few days revising our will. Who should be the executor, who has power of attorney, who gets the kids (each with a three-person order of succession)

This is for all the people who are not taking #COVID19 seriously.",[]
,"Health workers who fight #COVID19:
•Take care of yourself at this time
•Ensure sufficient rest and respite during work
•Eat sufficient and healthy food
•Get involved in physical activities 
•Stay in contact with family and friends https://t.co/0S2daJXi0m","[{'text': 'COVID19', 'indices': [38, 46]}]"
"Cleveland, Ohio, USA","This might be the best Covid Tracking site going

#COVID19 

https://t.co/iD9KH6kzJu","[{'text': 'COVID19', 'indices': [50, 58]}]"
,"Remember | #COVID19

💉 There is no miracle cure yet. Wait for science to do its job.

🦠 Virus doesn't discriminate on the basis of religion, nationality or dietary habits. 

🔎 We have to fight this battle. Not enough evidence to claim that it will go away in summer.
#StayHome","[{'text': 'COVID19', 'indices': [32, 40]}]"
"San Diego, CA","#COVID19 Update: Gatherings of any size are now prohibited at beaches and parks, and parking lots at all city-run beaches and parks are now closed. #StayHome #FlattenTheCurve @SDFD @SanDiegoPD https://t.co/y8DDitD2pj","[{'text': 'COVID19', 'indices': [20, 28]}]"
荷兰阿姆斯特丹,"US CDC admitted some #COVID19 patients were misdiagnosed as flu during 2019 flu season. 34 million infected &amp; 20000 died. If #COVID19 began last September, &amp; US has been lack of testing ability, how many would have been infected? US should find out when patient zero appeared.","[{'text': 'COVID19', 'indices': [33, 41]}]"
,"Forget that Paul voted AGAINST #coronavirus relief

And that his father just called #COVID19 a “hoax”

And he got tested DESPITE being asymptomatic while sick Americans cannot

How many people did he infect by irresponsibly ignoring #SocialDistancing

How many will die

#DemCast https://t.co/cw1voiuDjw","[{'text': 'coronavirus', 'indices': [52, 64]}, {'text': 'COVID19', 'indices': [105, 113]}]"
Trinidad,"No matter where you live, if you have a family member, colleague, friend or loved one working as a doctor, nurse or a medical volunteer during this #COVID19 crisis, we want to show them some appreciation. Reply, DM or email work@asroma.it with a photo and tell us about them. 🙏 https://t.co/hMvS8eJvK7",[]
"Queensland, Australia",@OMGTheMess @coolrunning2009 @janelowney @ScottMorrisonMP This is from a school librarian (with 2 school age kids; traditional Lib voter) in SEQ this morning. School has no soap &amp; conflicting guidance from edu dept. Kids staying at home from now (confirmed cases reported in their school's suburb). Asthma is high risk group for #COVID19. https://t.co/VohxTEGwjg,"[{'text': 'COVID19', 'indices': [333, 341]}]"
,"Today @realdonaldtrump said he thinks we'll never need a national lockdown to combat the spread of #COVID19. As an ER doc on the front lines against this virus, I think he's totally wrong &amp; that we should impose a national ""shelter in place"" right now. This is important.  (1/10)","[{'text': 'COVID19', 'indices': [118, 126]}]"
"San Diego, CA","We have a blood shortage due to #COVID19.

The FDA must lift the irrational &amp; discriminatory ban on gay &amp; bi men donating unless they‘ve been celibate for a year.

This ban isn’t science-based.

Time to do the right thing.

My statement: https://t.co/howXca1L0o","[{'text': 'COVID19', 'indices': [50, 58]}]"
kaliakkavilai 📱 9791591095,"• @Suriya_offl Anna Tweet Regarding #Corona #Covid19 

Let's all stay home and stay safe🙏
#IndiaFightsCorona

 https://t.co/TtWcMBuXxi","[{'text': 'Corona', 'indices': [56, 63]}, {'text': 'Covid19', 'indices': [64, 72]}, {'text': 'IndiaFightsCorona', 'indices': [110, 128]}]"
"Marble Hill, GA","I just voted no on the partisan #COVID19  bill. Here's why: while nurses are being forced to make their own masks and gowns, McConnell and Trump are busy creating a taxpayer-funded slush fund for their buddies. I will stay here as long it takes to get this done the right way.","[{'text': 'COVID19', 'indices': [46, 54]}]"
Rabat/Marrakech Maroc,"{UPDATED MARCH 22ND} Total Confirmed COVID-19 Cases Outside China

#covidiot #covidiots #coronavirus #covid19 #COVID19outbreak https://t.co/5jOawHEZcg","[{'text': 'covidiot', 'indices': [88, 97]}, {'text': 'covidiots', 'indices': [98, 108]}, {'text': 'coronavirus', 'indices': [109, 121]}, {'text': 'covid19', 'indices': [122, 130]}]"
"Washington, DC","Avioid  #COVID19 overload. Take breaks from watching, reading, or listening to news stories, including social media. Hearing about the pandemic repeatedly can be upsetting. Instead take a walk, or take time to connect with, and check on loved ones. #WeAreAllInThisTogether","[{'text': 'COVID19', 'indices': [22, 30]}]"
"Calgary, Alberta",@MonaFortier @JustinTrudeau We are on war of #COVID19 and we must defend ourself.,"[{'text': 'COVID19', 'indices': [45, 53]}]"
Malaysia,"[#infographics] #COVID19: Store visits
(1/2) https://t.co/GQimBwed2D","[{'text': 'infographics', 'indices': [16, 29]}, {'text': 'COVID19', 'indices': [31, 39]}]"
"Ontario, CA",Three years of charging for plastic bags forcing us to buy reusable bags only to inform us reusable bags are forbidden and offering plastic.  This is one crazy world we live in. #COVID19,[]
S.Carolina,"#Covid19 doesn't care what age you are. 
Girl, 12, is 'fighting for her life' after contracting coronavirus https://t.co/w5PxqgsW33 via @MailOnline","[{'text': 'Covid19', 'indices': [0, 8]}]"
"Texas, USA","BREAKING:

@SpeakerPelosi is officially one of the worst human beings our Country currently knows....

Using the CoronaVirus for her own political schemes....utterly shameful! 

Disgraceful....

RT! 

#COVID19",[]
,"Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[]
,"Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[]
Formerly from cali ,"The sooner we follow the guidelines, the sooner we can get back to what we do - ROCK ’N’ ROLL! Please take this seriously. 🤘🧼🤲
#CoronaVirus #ByTheRules #StaySafe #14DayLockDown https://t.co/LDjZUfHmYQ",[]
"Toronto, Ontario",Canada should table a resolution at the UN General Assembly calling for the immediate closure of the deadly and irresponsible wild animal and wet markets in China; enforced by international inspections and economic sanctions for non-compliance. @JustinTrudeau #covid19,[]
Canada,"While many have kept 2m apart in public, too many still think the rules don't apply. So we're done asking nicely.

Tomorrow, Council meets to pass bylaws authorizing enforcement to those violating orders.

Our message is clear: Shut down, Stay put, Save lives.

#vanpoli #COVID19 https://t.co/0N24jQcIOJ",[]
,"Please read the ENTIRE post to understand how health policy is formulated for the #COVID19 response in the #Philippines, and how we decide on what to recommend. Thank you and stay safe.

https://t.co/x53oNEHEbt https://t.co/uFYU84b2nO","[{'text': 'COVID19', 'indices': [100, 108]}, {'text': 'Philippines', 'indices': [125, 137]}]"
,"Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[]
"Worcester, England","""I'm in the intensive care unit. I can't breathe without this.""

A woman suffering from #coronavirus symptoms has made a video urging people to ""not to take chances"" from her hospital bed.

Latest on #COVID19: https://t.co/xX6569w4M9 https://t.co/K9PeNYBr9R","[{'text': 'coronavirus', 'indices': [101, 113]}]"
"1650 Davie Street, Vancouver","Missed the latest #COVID19 update in British Columbia? Here are some of the highlights #coronavirus 
https://t.co/ryuyjZF1ga","[{'text': 'COVID19', 'indices': [32, 40]}, {'text': 'coronavirus', 'indices': [101, 113]}]"
Fiji Islands,Massive thank you to all the #Fijimedia friends &amp; colleagues covering #COVID19 these past weeks and def in months to come. Thanks to you we are able to make informed decisions. It's not easy and we appreciate each one of you.,"[{'text': 'Fijimedia', 'indices': [47, 57]}, {'text': 'COVID19', 'indices': [92, 100]}]"
,"This is the face of someone who just spent 9 hours in personal protective equipment moving critically ill Covid19 patients around London.

I feel broken - and we are only at the start. I am begging people, please please do social distancing and self isolation #covid19 https://t.co/hs0RQdvsn3",[]
