location,text,hashtags
,"Fourth case of COVID-19 confirmed in the Sudbury and Manitoulin districts. The case is travel-related and is not related to previously reported cases. https://t.co/tztKNkig57  

#Sudbury #PublicHealth #COVID19",[]
"Dubai, United Arab Emirates",maybe if i develop feelings for covid-19 it will leave,[]
,It just can't get any worse with the #coronavirus... can it? https://t.co/dElqe1f4LQ,"[{'text': 'coronavirus', 'indices': [55, 67]}]"
"Atlanta, GA","#COVID19 Update: Remote learning begins today. Need help? Check here:

👉Students: https://t.co/LSZfXSUqPh
👉Faculty: https://t.co/a3AH8sser7 https://t.co/uGy2nRWYDJ","[{'text': 'COVID19', 'indices': [21, 29]}]"
,#BREAKING Prime Minister addresses the many who are not #SocialDistancing : “Enough is enough. Go home and stay home” #COVID19 #COVIDCanada https://t.co/douia9FKjJ,"[{'text': 'BREAKING', 'indices': [16, 25]}, {'text': 'SocialDistancing', 'indices': [72, 89]}]"
Here!,"1) It is not enough to applaud the health care workers, we should protect them as well. 

“We, healthcare staff, are obliged to work without adequate equipment and protective clothes in this challenging process. We are told that we can wear those during++

#CoronaVirus #Covit19 https://t.co/yqp5uizpTC",[]
"Minneapolis, MN","At the end of the day, Minnesotans come together. We all play a vital role in keeping our families, neighbors and workers safe. We do our part in fighting #COVID19 when we all #StayHomeMN https://t.co/m0vugQuc98",[]
,".@WV_DHHR today confirmed four new cases of novel coronavirus disease 2019 (COVID-19) in the state, making the total positive case count at 16. New cases were identified in Jefferson, Kanawha and Monongalia counties.
https://t.co/Y1qUbqXV3D https://t.co/7F61icL5HL",[]
,"Clear explanation on Covid-19 symptoms. 
Stay home, stay clean, don't panic. 😊 https://t.co/B7dwRKpjTZ",[]
UK,"BREAKING - Intensive care staffing ratios dramatically diluted as NHS tries to ramp up capacity to treat #coronavirus #COVID19 patients

https://t.co/TpLMDTsy3V

@HSJnews exclusive from @LawrenceDunhill","[{'text': 'coronavirus', 'indices': [105, 117]}, {'text': 'COVID19', 'indices': [118, 126]}]"
,"My husband lost a friend today to Covid-19. Crossfitter, younger than us.
If you think you are young, you are healthy, you work out etc and you'll be fine... think again.
You just don't know.
Stay the fuck inside.",[]
"Henderson, NV","After Pelosi, Schumer and the Senate Democrats blocked the #StimulusPackage last night, I don’t want to hear one word about how @realDonaldTrump has handled the #coronavirus.

NOT. ONE. WORD.

Sit down and shut your mouth. 

#DemocratsAreDestroyingAmerica","[{'text': 'StimulusPackage', 'indices': [74, 90]}]"
,Please join me for an important update on #coronavirus #StayHomeSaveLives https://t.co/QSlIOIaYsF,"[{'text': 'coronavirus', 'indices': [60, 72]}, {'text': 'StayHomeSaveLives', 'indices': [73, 91]}]"
California ,The American Academy of Otolaryngology posted information on its website saying that mounting anecdotal evidence indicates that lost or reduced sense of smell and loss of taste are significant symptoms associated with Covid-19 https://t.co/IhO03Id2Bt,[]
,"""I stopped him and said, 'Look, this isn't a movie. You are not Will Smith in I Am Legend. Go home.""
This is the updated compilation of Italian Mayors losing it at people violating #Covid19 quarantine. Yes, subtitles are accurate. https://t.co/60V4Csuonb",[]
"Wenonah, N. J. ","Democrats propose canceling $30,000 in student debt for every borrower during pandemic https://t.co/u5UvOMEfmx",[]
,"I just voted no on the partisan #COVID19  bill. Here's why: while nurses are being forced to make their own masks and gowns, McConnell and Trump are busy creating a taxpayer-funded slush fund for their buddies. I will stay here as long it takes to get this done the right way.","[{'text': 'COVID19', 'indices': [46, 54]}]"
,"A sudden loss of smell or taste could mean you have the coronavirus, even if you have no other symptoms. https://t.co/HZyjS7kUXF",[]
"Abuja, Nigeria","Everyone who should matter most in your life is in your home. If #CoronaVirus forced you to stay indoors with your family, then perhaps the virus, though evil, is doing some good. God created you for family. Work is 4th. Family is 1st, 2nd, and 3rd

#FreeLeahSharibu #RenosNuggets","[{'text': 'CoronaVirus', 'indices': [81, 93]}]"
"England, United Kingdom","Hello Kitty’s guide to self isolation 🌈🏡 How are you dealing with it? Share with us your favourite hobby to kill time at home, comment below! 💘🎨 Stay home, save lives 🙏 #hellokitty #quarantine #covid_19 #workfromhome https://t.co/cgSkGLTWW0",[]
Darnall Sheffield Yorkshire,"@BorisJohnson why are you leaving it to individuals to decide wether to go to work or not tomorrow millions of self employed will carry on going to work , building sites impossible to keep distance from other trades , potentially killing many more by spreading #covid-19 🇬🇧❤️","[{'text': 'covid', 'indices': [261, 267]}]"
"Dorset, UK and Kerry, Ireland",@MichaelPolakLaw launched https://t.co/q02P4dY9CM to provide food to the #NHS staff who will be working long shifts fighting #coronavirus  for all of us. Please help us to #FuelOurFrontline donate here https://t.co/GS6lKfGxTH or get in touch if you can help #NHS #NHSheroes,"[{'text': 'NHS', 'indices': [89, 93]}]"
United States,@SenatorLoeffler @sendavidperdue  I’m a constituent from Peachtree City and asking you to put the people first before big business #coronavirus,"[{'text': 'coronavirus', 'indices': [131, 143]}]"
,"MY HOMETOWN ✨HAYWARD CA✨ is doing free COVID-19 testings everyday from 9am-6pm @ Station 7 Fire Department on Huntwood &amp; Tennyson!

Be safe Bay Area 👋🏾",[]
,@byDDS18 WHEW same!! I have a project assigned by my internship related to covid-19 and I'm tired of talking about it atp.,[]
"San Francisco, CA; Moab, UT; Vancouver, BC; Tacoma, WA","Pre #quarantine, @detroit_48202 was selected as part of the Festival de Documentales Santiago Alvarez en Memorium in Santiago de Cuba. Congrats for earning the opportunity to share the story of Wendell Watkins and the Detroit community across borders! https://t.co/werlatYC5g","[{'text': 'quarantine', 'indices': [25, 36]}]"
"Springfield, Illinois",Did you listen to The 21st Show talk about how to safely help your community during COVID-19? Jump to 17:36 to hear about what United Way of Central Illinois and Community Foundation for the Land of Lincoln are doing in our community: https://t.co/S4eoJmL0Jw #LiveUnited #COVID19 https://t.co/c2xYc5ugNu,"[{'text': 'LiveUnited', 'indices': [259, 270]}, {'text': 'COVID19', 'indices': [271, 279]}]"
United States,"PM @BorisJohnson gives an important update on #coronavirus 
#StayHomeSaveLives https://t.co/MQo2EVVDcD","[{'text': 'coronavirus', 'indices': [67, 79]}, {'text': 'StayHomeSaveLives', 'indices': [81, 99]}]"
"Marbella, Spain","Pelosi's #COVID19 bill is 1,119 pages and contains provisions for ""conducting risk-limiting audits of results of elections"" so yeah it's really very focused on the crisis at hand.🤦🏻‍♀️ https://t.co/Q6axBi14lZ","[{'text': 'COVID19', 'indices': [27, 35]}]"
Colorado,"My heart goes out to my good friend Minnesota Lt. Governor @peggyflanagan and her family. This virus is affecting so many Americans and together we must work on getting the medical supplies and treatments to those who are sick. 
https://t.co/fcAIDCda7f",[]
"Brooklyn, NY",@NYCMayor: 60% of COVID-19 cases in New York State are in New York City. 35% of the cases in the entire country are in New York City. @ABC7NY,[]
,10 #Coronavirus Stimulus Measures That Could Help You in 2020 https://t.co/apni2nm5aT #financialplanning #moneymatters,"[{'text': 'Coronavirus', 'indices': [3, 15]}, {'text': 'financialplanning', 'indices': [86, 104]}, {'text': 'moneymatters', 'indices': [105, 118]}]"
United States,"Even in the midst of a #Coronavirus outbreak, @TheDemocrats still have their priorities in line... 

https://t.co/IVgYzIN4nh","[{'text': 'Coronavirus', 'indices': [37, 49]}]"
Gilead ,"@CDRosa @JoeBiden Delete your account 

Joe has been giving daily updates 

How someone so stupid could be elected to an important office is beyond me 

BTW - your cult leader Bernie blew off voting for #coronavirus bill 

Bernie has a YET to show he’s presidential material","[{'text': 'coronavirus', 'indices': [203, 215]}]"
,"They are literally stealing everything

#spirituality #government #corruption #media #socialmedia #wakeup #humanity #revolution #truth #lies #Awareness #awakening  #fakenews #conspiracy #consciousness #martiallaw #coronavirus #911 #bigigloo2020 #boogaloo https://t.co/t1HlvgnzI7","[{'text': 'spirituality', 'indices': [40, 53]}, {'text': 'government', 'indices': [54, 65]}, {'text': 'corruption', 'indices': [66, 77]}, {'text': 'media', 'indices': [78, 84]}, {'text': 'socialmedia', 'indices': [85, 97]}, {'text': 'wakeup', 'indices': [98, 105]}, {'text': 'humanity', 'indices': [106, 115]}, {'text': 'revolution', 'indices': [116, 127]}, {'text': 'truth', 'indices': [128, 134]}, {'text': 'lies', 'indices': [135, 140]}, {'text': 'Awareness', 'indices': [141, 151]}, {'text': 'awakening', 'indices': [152, 162]}, {'text': 'fakenews', 'indices': [164, 173]}, {'text': 'conspiracy', 'indices': [174, 185]}, {'text': 'consciousness', 'indices': [186, 200]}, {'text': 'martiallaw', 'indices': [201, 212]}, {'text': 'coronavirus', 'indices': [213, 225]}, {'text': 'bigigloo2020', 'indices': [231, 244]}, {'text': 'boogaloo', 'indices': [245, 254]}]"
"North Carolina, USA","Today I am calling for an immediate global ceasefire in all corners of the world.

It is time to put armed conflict on lockdown and focus together on the true fight of our lives – the #COVID19 pandemic.

https://t.co/F6JRA6ekvZ https://t.co/7WgtFMk5GC",[]
,UK government needs to announce more support for self-employed to match others during #coronavirus crisis. Our 15k self-employed members and millions more need support too. Tag your amazing self-employed friends/colleagues to spread the word #SelfEmployedMatterToo https://t.co/NrB6DaKfkB,"[{'text': 'coronavirus', 'indices': [96, 108]}]"
Kampala,"With normal flu, you infect 1.4X people. If you infected 1 person and they infected another, by the 10th time, you are responsible for 14 people infections.

The same math applied to COVID-19 infection rate of 3X (vs 1.4X) means by the 10th time, you have infected 59,000 people. https://t.co/NXhoQOJMRu",[]
,"@nickmangwana there is going to be submission for G7,O and A level at zimsec across the country this week since deadline is 30March. Those gathering attract more schools. What preventive measures can be taken to curb the spread of this covid-19.@RMajongwe @zimsecaeaa2016",[]
San Diego,"My heart goes out to my good friend Minnesota Lt. Governor @peggyflanagan and her family. This virus is affecting so many Americans and together we must work on getting the medical supplies and treatments to those who are sick. 
https://t.co/fcAIDCda7f",[]
Night City,"CORRECTION (due to an earlier typo): Here's what you need to know today about #coronavirus: Toronto is under a state of emergency, Ontario is shutting down non-essential services, children won't be back in school on April 6. More headlines here: https://t.co/5gNkdpcd1O","[{'text': 'coronavirus', 'indices': [92, 104]}]"
Windsor Essex County,"My kid sister was good enough to send me this, and I think we are all in need of a laugh. #teamarmitage #quarantine #quarantinechoices https://t.co/X91wRGQIOO","[{'text': 'teamarmitage', 'indices': [90, 103]}, {'text': 'quarantine', 'indices': [104, 115]}, {'text': 'quarantinechoices', 'indices': [116, 134]}]"
Texas,IF I DIE OF #COVID19 DUMP MY BODY ON THE FRONT STEPS OF #MARALAGO,"[{'text': 'COVID19', 'indices': [25, 33]}, {'text': 'MARALAGO', 'indices': [69, 78]}]"
"Los Angeles, Chicago","Variety has published a report, citing the local newspaper that broke the news. None of #HarveyWeinstein's reps have confirmed he tested positive for #coronavirus. We've spoken to his lawyer, spokesman, prison consultant &amp; another source. None knew yet. https://t.co/8HF203Zv7q","[{'text': 'HarveyWeinstein', 'indices': [105, 121]}]"
"Phoenixville, PA","am afraid to say, your assertion of “people” around Trump is wrong. 

they’re EUGENICISTS passing for economists &amp; quants

they will shrug it off while they kill 3-5% of Americans with #COVID19 

we’re numbers to them, not people: actuarial risk assessments on spreadsheets https://t.co/RjnNPv16DB",[]
,"""I stopped him and said, 'Look, this isn't a movie. You are not Will Smith in I Am Legend. Go home.""
This is the updated compilation of Italian Mayors losing it at people violating #Covid19 quarantine. Yes, subtitles are accurate. https://t.co/60V4Csuonb",[]
Ireland,"Here’s 10 tips to create healthy routines for yourself and your family over the coming weeks: https://t.co/p7UHo288qx
#Coronavirus #socialdistancing #covid19ireland
@publichealthni @hpscireland @roinnslainte @healthdpt @trust_indi @BDANIreland @healthyireland https://t.co/wm3xgiJZrY",[]
"Kampala, Uganda",mbu ludo chaps r waiting for a statement from @KagutaMuseveni on wether they shud close 🤦‍♂️🤦‍♂️🤦‍♂️🤣 #Ugandans #StayHome https://t.co/NSzsjvGWj0,"[{'text': 'Ugandans', 'indices': [102, 111]}, {'text': 'StayHome', 'indices': [112, 121]}]"
,"WE ALL KNOW GOVT's LIE, BUT...
1,200 bodies are burned every day in mobile incinerators in Wuhan .

Meanwhile, China has put in an order for enough incinerators to burn 30 MILLION people every day.

China is lying to you!

#coronavirus https://t.co/8fxOMgsVrJ
TruthAbtChina 01",[]
